# text	codes
急诊	jn iz
急诊科	jn iz ke
急躁	jn za
急转弯	jn ih wo
急转直下	jn ih in xw
急迫	jn pu
怦	pi#14 / pi;e
怦然	pi ro
怦然心动	pi ro xm dq
性	xl' / xl;q
性交	xl jr
性价比	xl jw bn
性侵	xl qm
性冷淡	xl li do
性别	xl bv
性命	xl ml
性命交关	xl ml jr gh
性子	xl zn
性急	xl jn
性情	xl ql
性感	xl go
性格	xl ge
性欲	xl yj
性爱	xl an
性病	xl bl
性能	xl ni
性行为	xl xl wp
性质	xl in
性高潮	xl ga va
怨	yh#11 / yh;z
怨声载道	yh ui zx da
怨天尤人	yh tc yt rz
怨怒	yh nj
怨怼	yh dk
怨恨	yh hz
怨毒	yh dj
怨气冲天	yh qn vq tc
怨言	yh yo
怩	nn#15 / nn;w
怪	gl / gl;y
怪不得	gl bj de
怪了	gl le
怪事	gl un
怪人	gl rz
怪兽	gl ut
怪力乱神	gl ln lh uz
怪味	gl wp
怪哉	gl zx
怪圈	gl qh
怪声	gl ui
怪声怪气	gl ui gl qn
怪异	gl yn
怪想	gl xg
怪才	gl cx
怪招	gl ia
怪样	gl ys
怪模怪样	gl mu gl ys
怪物	gl wj
怪癖	gl pn
怪笑	gl xr
怪罪	gl zk
怪胎	gl tx
怪话	gl hw
怪诞	gl do
怪谁	gl up
怫	fj#65 / fj;i,
怫然	fj ro
怫然不悦	fj ro bj yf
怫然作色	fj ro zu se
怯	qv. / qv;x
怯场	qv vs
怯声怯气	qv ui qv qn
怯弱	qv ru
怯懦	qv nu
怯生	qv ui
怯阵	qv iz
怵	vj#20 / vj;y
总	zq / zq;z
总不可能	zq bj ke ni
总不能	zq bj ni
总之	zq in
总价	zq jw
总会	zq hk
总体	zq tn
总体上	zq tn us
总体上讲	zq tn us jg
总体上说	zq tn us uu
总体来说	zq tn lx uu
总体而言	zq tn ah yo
总体说来	zq tn uu lx
总公司	zq gq sn
总共	zq gq
总分	zq fz
总则	zq ze
总务	zq wj
总厂	zq vs
总参	zq co
总台	zq tx
总坛	zq to
总局	zq jj
总店	zq dc
总归	zq gk
总得	zq de
总怕	zq py
总想	zq xg
总括	zq ku
总揽全局	zq lo qh jj
总攻	zq gq'
总数	zq uj
总是	zq un
总有	zq yt
总有一些	zq yt yn xv
总有一天	zq yt yn tc
总比	zq bn
总理	zq ln
总的来看	zq de lx ko
总的来讲	zq de lx jg
总的来说	zq de lx uu
总监	zq jc
总目	zq mj
总督	zq dj
总称	zq vi
总站	zq io
总算	zq sh
总管	zq gh
总纂	zq zh
总纲	zq gs
总线	zq xc
总经理	zq jl ln
总结	zq jv
总结性	zq jv xl
总统	zq tq
总编	zq bc
总而言之	zq ah yo in
总能	zq ni
总行	zq xl
总裁	zq cx
总要	zq ya
总览	zq lo
总觉得	zq jf de
总角之交	zq jr in jr
总计	zq jn
总论	zq ld
总评	zq pl
总该	zq gx
总说	zq uu
总账	zq is
总部	zq bj
总量	zq lg
总额	zq ee
怼	dk. / dk;m
怿	yn#91 / yn;yg
恁	nz' / nz;k
恂	xd#25 / xd;e'
恃	un#44 / un;t'
恃宠而骄	un vq ah jr
恃才傲物	un cx au wj
恋	lc#6 / lc;e
恋人	lc rz
恋奸情热	lc jc ql re
恋恋不舍	lc lc bj ue
恋情	lc ql
恋战	lc io
恋曲	lc qj
恋爱	lc an
恍	hg#10 / hg;k
恍如	hg rj
恍如隔世	hg rj ge un
恍恍惚惚	hg hg hj hj
恍惚	hg hj
恍然	hg ro
恍然大悟	hg ro dy wj
恍然若失	hg ro ru un
恐	kq. / kq;w
恐吓	kq xw
恐怕	kq py
恐怖	kq bj
恐怖分子	kq bj fz zn
恐怖片	kq bj pc
恐怖组织	kq bj zj in
恐惧	kq jj
恐慌	kq hg
恐龙	kq lq
恒	hi, / hi;s
恒久	hi jb
恒定	hi dl
恒山	hi uo'
恒心	hi xm
恒星	hi xl
恒温	hi wz
恒生	hi ui
恓	xn#97
恔	jr#56
恕	uj#18 / uj;t
恕不	uj bj
恕不从命	uj bj cq ml
恕不奉告	uj bj fi ga
恕不奉陪	uj bj fi pp
恕不远送	uj bj yh sq
恕我直言	uj wu in yo
恕难从命	uj no cq ml
恙	ys#18 / ys;f
恚	hk#23 / hk;v'
恝	jw#35 / jw;r'
恢	hk#9 / hk;j
恢复	hk fj'
恢复了	hk fj le
恢弘	hk hq
恣	zn#16 / zn;m
恣意	zn yn
恣意妄为	zn yn ws wp
恤	xj#15 / xj;a
恧	nk. / nk;b
恨	hz' / hz;k
恨不得	hz bj de
恨不得有条地缝钻进去	hz bj de yt tr dn fi zh jm qj
恨不相逢未嫁时	hz bj xg fi wp jw un
恨之入骨	hz in rj gj
恨入骨髓	hz rj gj sk
恨死	hz sn
恨透	hz tt
恨铁不成钢	hz tv bj vi gs
恩	er' / er;y
恩义	er yn
恩人	er rz
恩仇	er vt
恩公	er gq
恩典	er dc
恩准	er id
恩同再造	er tq zx za
恩威并施	er wp bl un
恩威并重	er wp bl iq
恩将仇报	er jg vt ba
恩师	er un
恩德	er de
恩怨	er yh
恩怨分明	er yh fz ml
恩怨情仇	er yh ql vt
恩怨是非	er yh un fp
恩恩爱爱	er er an an
恩情	er ql
恩惠	er hk
恩断义绝	er dh yn jf
恩格尔	er ge ah
恩格尔系数	er ge ah xn uj
恩泽	er ze
恩爱	er an
恩赐	er cn
恩重如山	er iq rj uo
恪	ke#17 / ke;t
恪守	ke ut
恪守不渝	ke ut bj yj
恪尽职守	ke jm in ut
恫	dq#10 / dq;k
恫吓	dq xw'
恬	tc#7 / tc;j
恬不知耻	tc bj in vn
恭	gq#10 / gq;e
恭候	gq ht
恭喜	gq xn
恭喜发财	gq xn fy cx
恭恭敬敬	gq gq jl jl
恭敬	gq jl
恭敬不如从命	gq jl bj rj cq ml
恭维	gq wp
恭而有礼	gq ah yt ln
恭贺	gq he
恭贺新禧	gq he xm xn
恭送	gq sq
恭顺	gq ud
息	xn#10 / xn;x
息事宁人	xn un nl rz
息怒	xn nj
息息相关	xn xn xg gh
恰	qw / qw;x
恰似	qw sn
恰到好处	qw da ha vj
恰好	qw ha
恰如	qw rj
恰如其分	qw rj qn fz
恰巧	qw qr
恰当	qw ds
恰恰	qw qw
恰恰相反	qw qw xg fo
恰逢	qw fi
恰逢其会	qw fi qn hk
恳	kz, / kz;j
恳切	kz qv
恳求	kz qb
恳请	kz ql
恳谈	kz to
恶	ee' / ee;l / wj#60 / wj;l.
恶之欲其死	ee in yj qn sn
恶习	ee xn
恶人	ee rz
恶人先告状	ee rz xc ga ig
恶作剧	ee zu jj
恶俗	ee sj
恶劣	ee lv
恶化	ee hw
恶名	ee ml
恶名昭彰	ee ml ia is
恶向胆边生	ee xg do bc ui
恶声恶气	ee ui ee qn
恶徒	ee tj
恶心	ee xm
恶性	ee xl
恶性循环	ee xl xd hh
恶意	ee yn
恶感	ee go
恶战	ee io
恶报	ee ba
恶搞	ee ga
恶斗	ee dt
恶有恶报	ee yt ee ba
恶果	ee gu
恶棍	ee gd
恶毒	ee dj'
恶犬	ee qh
恶狗	ee gt
恶狠狠	ee hz hz
恶疾	ee jn
恶臭	ee vt
恶补	ee bj
恶评	ee pl
恶语中伤	ee yj iq us
恶语伤人	ee yj us rz
恶语相加	ee yj xg jw
恶语相向	ee yj xg xg
恶贯满盈	ee gh mo yl
恶贼	ee zp
恶霸	ee by
恶鬼	ee gk
恶魔	ee mu
恸	tq#17 / tq;x
恹	yo#52 / yo;l,
恺	kx. / kx;z
恻	ce#6 / ce;q
恻然	ce ro
恻隐	ce ym
恻隐之心	ce ym in xm
恼	na, / na;o
恼人	na rz
恼怒	na nj
恼恨	na hz
恼火	na hu
恼羞成怒	na xb vi nj
恽	yd#20 / yd;t
恿	yq#13 / yq;n
悃	kd#11 / kd;z
悄	qr#6 / qr;q
悄声	qr ui
悄悄	qr qr
悄无声息	qr wj ui xn
悄然	qr ro
悆	yj#110
悈	jv#45 / jv;y,
悉	xn#14 / xn;m
悉听尊便	xn tl zd bc
悉尼	xn nn
悉心	xn xm'
悌	tn#16 / tn;c
悍	ho#13 / ho;b
悍不畏死	ho bj wp sn
悍然	ho ro
悒	yn#83 / yn;f.
悔	hk#12 / hk;f
悔不当初	hk bj ds vj
悔之不及	hk in bj jn
悔婚	hk hd
悔恨	hk hz
悔恨交加	hk hz jr jw
悔恨终生	hk hz iq ui
悔改	hk gx
悔过自新	hk gu zn xm
悖	bp#15 / bp;o
悖论	bp ld
悚	sq#10 / sq;e
悚然	sq ro
悛	qh#19 / qh;u
悝	kk#26 / kk;l'
悟	wj#15 / wj;p
悠	yt#16 / yt;m
悠久	yt jb
悠哉	yt zx
悠悠岁月	yt yt sk yf
悠扬	yt ys
悠然	yt ro
悠着点	yt ie dc
悠闲	yt xc,
悢	lg#19 / lg;n
患	hh, / hh;i
患得患失	hh de hh un
患有	hh yt
患病	hh bl
患者	hh ie
患难	hh no
患难与共	hh no yj gq
患难之交	hh no in jr
患难夫妻	hh no fj qn
患难见真情	hh no jc iz ql
悦	yf#8 / yf;x
悦耳	yf ah
悦耳动听	yf ah dq tl
您	nm / nm;x
您好	nm ha
悫	qf#11 / qf;l
悬	xh. / xh;i
悬停	xh tl
悬在	xh zx
悬垂	xh vk
悬壶济世	xh hj jn un
悬壶问世	xh hj wz un
悬崖	xh yy
悬崖勒马	xh yy le my
悬崖峭壁	xh yy qr bn
悬崖绝壁	xh yy jf bn
悬念	xh nc
悬挂	xh gw
悬案	xh ar
悬梁	xh lg
悬梁刺股	xh lg cn gj
悬殊	xh uj
悬浮	xh fj
悬疑	xh yn
悬着	xh ie
悬空	xh kq
悬而未决	xh ah wp jf
悬腕	xh wo
悬赏	xh us
悭	qc#31 / qc;q'
悯	mm, / mm;k
悰	cq#13 / cq;r
悱	fp#27 / fp;b'
悱恻	fp ce
悲	bp#9 / bp;z
悲伤	bp us
悲催	bp ck
悲凉	bp lg
悲切	bp qv
悲剧	bp jj
悲剧色彩	bp jj se cx
悲叹	bp to
悲哀	bp an
悲喜	bp xn
悲喜交集	bp xn jr jn
悲喜剧	bp xn jj
悲壮	bp ig
悲天悯人	bp tc mm rz
悲怆	bp vg
悲情	bp ql
悲惨	bp co
悲愁	bp vt
悲愤填膺	bp fz tc yl
悲春伤秋	bp vd us qb
悲欢	bp hh
悲欢离合	bp hh ln he
悲歌	bp ge
悲痛	bp tq
悲痛欲绝	bp tq yj jf
悲苦	bp kj
悲观	bp gh
悲观主义	bp gh ij yn
悲鸣	bp ml
悴	ck#8 / ck;b
悸	jn#61 / jn;m,
悻	xl#16 / xl;n
悻然	xl ro
悼	da#13 / da;p
悼念	da nc
情	ql. / ql;q
情不自禁	ql bj zn jm
情书	ql uj
情人	ql rz
情人眼里出西施	ql rz yo ln vj xn un
情人节	ql rz jv
情何以堪	ql he yn ko
情侣	ql lk'
情况	ql kg
情况下	ql kg xw
情分	ql fz
情同姐妹	ql tq jv mp
情同手足	ql tq ut zj
情同骨肉	ql tq gj rt
情商	ql us
情场	ql vs
情妇	ql fj
情形	ql xl
情怀	ql hl
情急之下	ql jn in xw
情急智生	ql jn in ui
情感	ql go
情愿	ql yh
情投意合	ql tt yn he
情报	ql ba
情报局	ql ba jj
情操	ql ca
情敌	ql dn
情景	ql jl
情景交融	ql jl jr rq
情有可原	ql yt ke yh
情有独钟	ql yt dj iq
情欲	ql yj
情歌	ql ge
情比金坚	ql bn jm jc
情深似海	ql uz sn hx
情深缘浅	ql uz yh qc
情爱	ql an
情理之中	ql ln in iq
情真意切	ql iz yn qv
情窦初开	ql dt vj kx
情绪	ql xj
情节	ql jv
情调	ql dr
情谊	ql yn'
情趣	ql qj
情随事迁	ql sk un qc
情难自禁	ql no zn jm
情非得已	ql fp de yn
情面	ql mc
惆	vt#13 / vt;v
惆怅	vt vs
惇	dd#17 / dd;s
惊	jl#9 / jl;p
惊世骇俗	jl un hx sj
惊为天人	jl wp tc rz
惊人	jl rz
惊人之举	jl rz in jj
惊动	jl dq
惊叹	jl to
惊吓	jl xw
惊呆	jl dx
惊喜	jl xn'
惊喜欲狂	jl xn yj kg
惊天	jl tc
惊天动地	jl tc dq dn
惊天地泣鬼神	jl tc dn qn gk uz
惊奇	jl qn'
惊弓之鸟	jl gq in nr
惊心动魄	jl xm dq pu
惊恐	jl kq
惊恐万状	jl kq wo ig
惊悚	jl sq
惊悚片	jl sq pc
惊愕	jl ee
惊慌	jl hg
惊慌失措	jl hg un cu
惊才绝艳	jl cx jf yo
惊扰	jl ra
惊涛	jl ta
惊涛骇浪	jl ta hx ls
惊艳	jl yo'
惊蛰	jl ie
惊讶	jl yy
惊醒	jl xl
惊险	jl xc
惊雷	jl lp
惊骇	jl hx
惊魂	jl hd
惊魂未定	jl hd wp dl
惊鸿一瞥	jl hq yn pv
惋	wo#15 / wo;s
惋惜	wo xn
惎	jn#110 / jn;jz
惑	hu#8 / hu;o
惔	to#28 / to;z'
惕	tn#9 / tn;q
惘	ws#11 / ws;u
惘然若失	ws ro ru un
惙	vu#7 / vu;g
惚	hj#19 / hj;n
惛	hd#11 / hd;u
惜	xn#16 / xn;w
惜别	xn bv
惜字如金	xn zn rj jm
惜败	xn bx
惝	vs#26 / vs;a'
惟	wp#22 / wp;l'
惟妙惟肖	wp mr wp xr
惠	hk#7 / hk;e
惠州	hk it
惠普	hk pj
惠灵顿	hk ll dd
惠而不费	hk ah bj fp
惦	dc#16 / dc;v
惦念	dc nc
惧	jj#13 / jj;c
惧怕	jj py
惧色	jj se
惨	co / co;j
惨不忍睹	co bj rz dj
惨了	co le
惨叫	co jr
惨无人道	co wj rz da
惨景	co jl
惨案	co ar
惨死	co sn
惨淡	co do
惨淡经营	co do jl yl
惨烈	co lv
惨然	co ro
惨状	co ig
惨痛	co tq
惨祸	co hu
惨笑	co xr
惨绝人寰	co jf rz hh
惨败	co bx
惨遭	co za
惨遭屠戮	co za tj lj
惨重	co iq
惩	vi#11 / vi;m
惩前毖后	vi qc bn ht
惩处	vi vj
惩恶扬善	vi ee ys uo
惩罚	vi fy
惫	bp#13 / bp;c
惫懒	bp lo
惬	qv#7 / qv;e
惬意	qv yn
惭	co#7 / co;l
惭愧	co kk
惭色	co se
惮	do#13 / do;v
惯	gh#7 / gh;y
惯例	gh ln'
惯性	gh xl
惯犯	gh fo
惰	du#9 / du;b
惰性	du xl'
想	xg / xg;o
想一想	xg yn xg
想不出	xg bj vj
想不出来	xg bj vj lx
想不到	xg bj da
想不到吧	xg bj da by
想不开	xg bj kx
想不明白	xg bj ml bx
想不起来	xg bj qn lx
想不通	xg bj tq
想入非非	xg rj fp fp
想到	xg da
想到了	xg da le
想到哪说到哪	xg da ny uu da ny
想哭	xg kj
想好	xg ha
想学	xg xf
想尽办法	xg jm bo fy
想开	xg kx
想开点	xg kx dc
想当初	xg ds vj
想当年	xg ds nc
想当然	xg ds ro
想得开	xg de kx
想得美	xg de mp
想必	xg bn
想念	xg nc
想想	xg xg
想想办法	xg xg bo fy
想成	xg vi
想打	xg dy
想方设法	xg fs ue fy
想来想去	xg lx xg qj
想歪了	xg wx le
想法	xg fy
想清楚	xg ql vj
想看	xg ko
想着	xg ie
想笑	xg xr
想要	xg ya
想说	xg uu
想象	xg xg'
想象力	xg xg ln
想起	xg qn
想起了	xg qn le
想起来	xg qn lx
想过	xg gu
想通了	xg tq le
想问	xg wz
惴	ik#7 / ik;r
惴惴不安	ik ik bj ar
惶	hg#8 / hg;i
惶急	hg jn
惶恐	hg kq
惶恐不安	hg kq bj ar
惶惑	hg hu
惶惶不可终日	hg hg bj ke iq rn
惹	re' / re;o
惹不起	re bj qn
惹不起还躲不起	re bj qn hx du bj qn
惹事	re un
惹人	re rz
惹是生非	re un ui fp
惹火烧身	re hu ua uz
惹的祸	re de hu
惹眼	re yo
惹祸	re hu
惺	xl#15 / xl;c
惺忪	xl sq
惺惺作态	xl xl zu tx
惺惺相惜	xl xl xg xn
愀	qr#27
愁	vt#5 / vt;q
愁云惨雾	vt yd co wj
愁容	vt rq
愁眉不展	vt mp bj io
愁眉泪眼	vt mp lp yo
愁眉苦脸	vt mp kj lc
愁绪	vt xj
愁肠百结	vt vs bx jv
愁苦	vt kj
愁闷	vt mz
愃	xh#35
愆	qc#29 / qc;j'
愈	yj#16 / yj;a
愈合	yj he
愈演愈烈	yj yo yj lv
愉	yj#28 / yj;w'
愉快	yj kl
愉悦	yj yf'
愍	mm#11 / mm;u
愎	bn#28 / bn;k'
意	yn#8 / yn;y
意下如何	yn xw rj he
意中人	yn iq rz
意义	yn yn
意兴阑珊	yn xl lo uo
意向	yn xg
意味深长	yn wp uz vs
意味着	yn wp ie
意图	yn tj
意在沛公	yn zx pp gq
意外	yn wx
意大利	yn dy ln
意志	yn in,
意志力	yn in ln
意念	yn nc
意思	yn sn
意思一下	yn sn yn xw
意想不到	yn xg bj da
意料	yn lr
意料不到	yn lr bj da
意料之中	yn lr in iq
意料之外	yn lr in wx
意欲何为	yn yj he wp
意气用事	yn qn yq un
意气相投	yn qn xg tt
意气风发	yn qn fi fy
意淫	yn ym
意犹未尽	yn yt wp jm
意见	yn jc
意识	yn un
愐	mc#18 / mc;s
愔	ym#41 / ym;u'
愕	ee#11 / ee;m
愕然	ee ro
愚	yj#23 / yj;t
愚不可及	yj bj ke jn
愚人节	yj rz jv
愚兄	yj xq
愚公移山	yj gq yn uo
愚夫愚妇	yj fj yj fj
愚弄	yj nq
愚昧	yj mp
愚昧无知	yj mp wj in
愚昧落后	yj mp lu ht
愚笨	yj bz
愚蠢	yj vd
愚钝	yj dd
感	go / go;n
感人	go rz
感人肺腑	go rz fp fj
感光	go gg
感兴趣	go xl qj
感冒	go ma
感到	go da
感动	go dq
感化	go hw
感受	go ut
感召	go ia
感叹	go to
感叹号	go to ha
感同身受	go tq uz ut
感喟	go kk
感天动地	go tc dq dn
感官	go gh
感应	go yl
感念	go nc
感怀	go hl
感性	go xl
感性认识	go xl rz un
感恩	go er
感恩图报	go er tj ba
感恩戴德	go er dx de
感悟	go wj
感情	go ql
感情用事	go ql yq un
感想	go xg
感慨	go kx
感慨万千	go kx wo qc
感染	go ro
感激	go jn
感激不尽	go jn bj jm
感激涕零	go jn tn ll
感知	go in
感觉	go jf
感觉不到	go jf bj da
感觉不错	go jf bj cu
感觉良好	go jf lg ha
感触	go vj
感谢	go xv
愠	yd#17 / yd;c
愠怒	yd nj
愠色	yd se
愣	li' / li;z
愣了一下	li le yn xw
愣住	li ij
愣头愣脑	li tt li na
愣头青	li tt ql
愣怔	li ii
愣是	li un
愣着	li ie
愣神	li uz
愣逼	li bn
愤	fz#7 / fz;e
愤世嫉俗	fz un jn sj
愤怒	fz nj
愤恨	fz hz
愤愤不平	fz fz bj pl
愤懑	fz mz
愤然	fz ro
愦	kk#20 / kk;w'
愧	kk, / kk;w
愧不敢当	kk bj go ds
愧对	kk dk
愧疚	kk jb
愧色	kk se
愫	sj#13 / sj;l
愭	qn#76 / qn;s.
愿	yh. / yh;i
愿不愿意	yh bj yh yn
愿你	yh nn
愿意	yh yn
愿意的话	yh yn de hw
愿望	yh ws
愿者上钩	yh ie us gt
愿赌服输	yh dj fj uj
愿闻其详	yh wz qn xg
慆	ta#20 / ta;x
慈	cn#9 / cn;k
慈善	cn uo
慈悲	cn bp
慈悲为怀	cn bp wp hl
慈母	cn mj
慈爱	cn an
慈眉善目	cn mp uo mj
慈祥	cn xg
慈禧	cn xn
慈航普度	cn hs pj dj
慊	qc#35 / qc;z'
慌	hg, / hg;q
慌不择路	hg bj ze lj
慌乱	hg lh
慌张	hg is
慌忙	hg ms
慌慌张张	hg hg is is
慌神	hg uz
慌里慌张	hg ln hg is
慎	uz#11 / uz;a
慎用	uz yq
慎选	uz xh
慎重	uz iq
慑	ue#10 / ue;b
慑服	ue fj
慕	mj#10 / mj;f
慕名	mj ml
慕名而来	mj ml ah lx
慕容	mj rq
慕尼黑	mj nn hp
慝	te, / te;a
慢	mo' / mo;a
慢一拍	mo yn px
慢一点	mo yn dc
慢了	mo le
慢些	mo xv
慢半拍	mo bo px
慢吞吞	mo td td
慢工出细活	mo gq vj xn hu
慢工细活	mo gq xn hu
慢待	mo dx
慢性	mo xl
慢性子	mo xl zn
慢悠悠	mo yt yt
慢慢	mo mo
慢慢吞吞	mo mo td td
慢慢悠悠	mo mo yt yt
慢慢来	mo mo lx
慢条斯理	mo tr sn ln
慢火	mo hu
慢点	mo dc
慢热	mo re
慢用	mo yq
慢走	mo zt
慢跑	mo pa
慢车	mo ve
慢速	mo sj
慥	za#16 / za;p
慧	hk#10 / hk;q
慧眼识珠	hk yo un ij
慨	kx, / kx;w
慨叹	kx to
慨当以慷	kx ds yn ks
慨然	kx ro
慬	qm#25 / qm;q'
慭	ym#42 / ym;j,
慰	wp#23 / wp;t
慰劳	wp la
慰问	wp wz
慵	yq#18 / yq;p
慵懒	yq lo
慷	ks#5 / ks;i
慷他人之慨	ks ty rz in kx
慷慨	ks kx
慷慨就义	ks kx jb yn
慷慨激昂	ks kx jn as
慷慨解囊	ks kx jv ns
慷慨陈词	ks kx vz cn
憋	bv' / bv;q
憋屈	bv qj'
憋死	bv sn
憋气	bv qn
憋着	bv ie
憋足	bv zj
憋足了劲	bv zj le jm
憋闷	bv mz
憎	zi, / zi;m
憎恨	zi hz
憎恶	zi ee
憔	qr#28
憔悴	qr ck
憕	vi#38
憙	xn#89 / xn;t.
憧	vq#8 / vq;b
憧憬	vq jl'
憨	ho#17 / ho;n
憨厚	ho ht
憨态	ho tx
憨态可掬	ho tx ke jj
憨直	ho in
憨笑	ho xr
憩	qn#43 / qn;t'
憬	jl#27 / jl;a'
憭	lr#23 / lr;p'
憷	vj#26 / vj;v'
憺	do#27 / do;f'
憾	ho#10 / ho;w
憾事	ho un
懂	dq / dq;j
懂了	dq le
懂事	dq un
懂吗	dq my
懂得	dq de
懂行	dq hs
懈	xv#20 / xv;c
懈怠	xv dx'
懊	au#7 / au;f
懊丧	au ss
懊恼	au na
懊恼不已	au na bj yn
懊悔	au hk
懋	ma#14 / ma;b
懑	mz#8
懒	lo. / lo;m
懒人	lo rz
懒得	lo de
懒得理你	lo de ln nn
懒惰	lo du
懒散	lo so
懒汉	lo ho
懒洋洋	lo ys ys
懒虫	lo vq
懒觉	lo jf
懒鬼	lo gk
懔	lm#17 / lm;r
懦	nu, / nu;z
懦夫	nu fj
懦弱	nu ru
懵	mi#8 / mi;w
懵了	mi le
懵懂	mi dq
懵懵懂懂	mi mi dq dq
懿	yn#44 / yn;h
戆	gs#11 / ig#9 / gs;e' / ig;e
戈	ge#11 / ge;g
戈壁滩	ge bn to
戊	wj#29 / wj;k'
戊戌变法	wj xj bc fy
戋	jc#59 / jc;s,
戌	xj#21 / xj;m' / qj#39 / qj;m,
戍	uj#34 / uj;n'
戍边	uj bc
戎	rq#8 / rq;e
戎装	rq ig
戎马	rq my
戎马一生	rq my yn ui
戎马生涯	rq my ui yy
戏	xn' / xn;p
戏中	xn iq
戏剧化	xn jj hw
戏剧性	xn jj xl
戏台	xn tx
戏子	xn zn
戏弄	xn nq
戏曲	xn qj'
戏法	xn fy
戏班	xn bo
戏票	xn pr
戏称	xn vi
戏说	xn uu
戏院	xn yh
成	vi / vi;z
成不了气候	vi bj le qn ht
成为	vi wp
成为一个	vi wp yn ge
成为可能	vi wp ke ni
成了	vi le
成事不足	vi un bj zj
成事在天	vi un zx tc
成交	vi jr
成亲	vi qm
成人不自在	vi rz bj zn zx
成人之美	vi rz in mp
成仁取义	vi rz qj yn
成何体统	vi he tn tq
成佛	vi fu
成倍	vi bp
成全	vi qh
成分	vi fz
成功	vi gq
成功率	vi gq lk
成千上万	vi qc us wo
成双	vi ug
成双成对	vi ug vi dk
成吉思汗	vi jn sn ho
成名	vi ml
成员	vi yh
成品	vi pm
成因	vi ym
成型	vi xl
成天	vi tc
成套	vi ta
成婚	vi hd
成家	vi jw
成家立业	vi jw ln ye
成对	vi dk
成就	vi jb
成就感	vi jb go
成年	vi nc
成年人	vi nc rz
成才	vi cx
成批	vi pn
成效	vi xr
成文	vi wz
成本	vi bz
成果	vi gu
成果斐然	vi gu fp ro
成正比	vi ii bn
成活	vi hu
成熟	vi uj
成片	vi pc
成王败寇	vi ws bx kt
成百上千	vi bx us qc
成立	vi ln
成竹在胸	vi ij zx xq
成组	vi zj
成绩	vi jn
成群	vi qd
成群结队	vi qd jv dk
成者王侯	vi ie ws ht
成者王侯败者寇	vi ie ws ht bx ie kt
成语	vi yj
成败	vi bx
成败在此一举	vi bx zx cn yn jj
成败得失	vi bx de un
成都	vi dt
成都市	vi dt un
成长	vi is
成龙	vi lq
我	wu / wu;n
我不入地狱谁入地狱	wu bj rj dn yj up rj dn yj
我不犯人	wu bj fo rz
我们	wu mz
我国	wu gu
我必犯人	wu bn fo rz
我意已决	wu yn yn jf
我所欲也	wu su yj ye
我爱你	wu an nn
我行我素	wu xl wu sj
我见犹怜	wu jc yt lc
我辈	wu bp
我还以为	wu hx yn wp
戒	jv#15 / jv;g
戒备	jv bp
戒备森严	jv bp sz yo
戒律	jv lk
戒律清规	jv lk ql gk
戒心	jv xm
戒指	jv in
戒烟	jv yo
戒骄戒躁	jv jr jv za
戕	qg#10 / qg;k
戕害	qg hx
或	hu / hu;s
或则	hu ze
或多或少	hu du hu ua
或有	hu yt
或者	hu ie'
或许	hu xj
或轻或重	hu ql hu iq
戗	qg#17 / qg;s
战	io, / io;g
战乱	io lh
战争	io ii
战争片	io ii pc
战俘	io fj
战况	io kg
战利品	io ln pm
战功	io gq
战友	io yt'
战后	io ht
战场	io vs
战壕	io ha
战士	io un
战备	io bp
战平	io pl
战役	io yn
战战兢兢	io io jl jl
战报	io ba
战斗	io dt
战斗不止	io dt bj in
战斗力	io dt ln
战斗机	io dt jn
战无不胜	io wj bj ui
战术	io uj
战果	io gu
战死	io sn
战法	io fy
战火	io hu
战犯	io fo
战略	io lf
战神	io uz
战线	io xc'
战绩	io jn
战胜	io ui
战舰	io jc
战船	io vh
战袍	io pa
战败	io bx
战车	io ve
战队	io dk
战阵	io iz
战马	io my
战鼓	io gj
戚	qn#22 / qn;e'
戛	jw#21 / jw;u / gy#10 / gy;u
戛然	jw ro
戛然而止	jw ro ah in
戛纳	jw ny'
戟	jn#59 / jn;b,
戡	ko#11 / ko;c
戡乱	ko lh
戢	jn#95 / jn;if
戣	kk#29 / kk;h
戤	gx#12
戥	di#11 / di;c
截	jv#12 / jv;m
截取	jv qj
截图	jv tj
截屏	jv pl
截止	jv in'
截止日	jv in rn
截止至	jv in in
截然	jv ro
截然不同	jv ro bj tq
截留	jv lb
截瘫	jv to
截稿	jv ga
戬	jc#48 / jc;o,
戭	yo#68 / yo;b.
戮	lj#18 / lj;c
戳	vu / vu;f
戳入	vu rj
戳破	vu pu
戳穿	vu vh
戳记	vu jn
戴	dx#5 / dx;w
戴尔	dx ah
戴帽	dx ma
戴罪立功	dx zk ln gq
户	hj, / hj;q
户口	hj kt
户口本	hj kt bz
户口簿	hj kt bj
户名	hj ml
户型	hj xl
户外	hj wx
户数	hj uj
户籍	hj jn
戽	hj#41 / hj;y'
戾	ln#37 / ln;m'
房	fs. / fs;j
房东	fs dq
房主	fs ij
房产	fs vo
房产证	fs vo ii
房内	fs np
房前	fs qc
房前屋后	fs qc wj ht
房地产	fs dn vo
房奴	fs nj
房子	fs zn
房屋	fs wj
房租	fs zj
房管局	fs gh jj
房贷	fs dx
房车	fs ve
房门	fs mz
房间	fs jc
房顶	fs dl
所	su / su;s
所不及	su bj jn
所以	su yn
所以动心忍性	su yn dq xm rz xl
所以呢	su yn ne
所以然	su yn ro
所以缩影	su yn su yl
所以说	su yn uu
所以说呢	su yn uu ne
所作所为	su zu su wp
所做	su zu
