;fcitx Version 0x03 Table file
KeyCode=abcdefghijklmnopqrstuvwxyz
Length=4
Pinyin=@
PinyinLength=4
Prompt=&
ConstructPhrase=^
[Rule]
e2=p11+p12+p21+p22
e3=p11+p21+p31+p32
a4=p11+p21+p31+n11
[Data]
s	去
irgi	过剩
irgk	国税
irgu	过身
kaus	挓
irhs	果酒
irhb	裹脚
irhc	国际
kaeq	奓
irhg	锅具
irhl	过节
irhn	过奖
irhq	国家
irht	国境
irhx	裹紧
irhy	果决
iriv	国歌
irie	锅盖
irih	果敢
irij	过高
irio	国共
irip	过关
irir	蝈蝈
kaei	溠
irjv	国策
kaa	鲊
irjk	国粹
irjr	过错
irkv	过着
irkc	果汁
irkd	过账
irke	国债
irkg	裹住
irkh	过站
irkj	过招
irko	过重
irku	果真
kaak	鲊
irlc	果皮
irlh	果盘
irlx	果品
irm	国民
kagq	䃎
irmg	过目
kak	劄
irmt	国名
irmu	国门
irmx	过敏
kake	劄
irnv	过了
kafa	鲝
irnc	国力
irne	过来
irng	过路
irnk	过滤
irnn	过量
irop	果酸
irpz	果肉
irpv	过热
irph	果然
irpu	果仁
irq	裹挟
irqc	过膝
irql	过些
irqm	过线
irqy	国学
kaz	齇
kazs	齇
kjm	棹
irtv	过客
kjk	笊
kjue	旐
irtg	国库
irtp	过宽
kjri	曌
irua	国法
irud	国防
kexq	瘵
irug	果脯
iruu	过分
keuz	擿
irxa	锅巴
irxb	国标
irxd	过磅
irxh	过半
irxj	国宝
irxl	国别
irxx	国宾
kvyc	螫
iryz	过头
kvgm	磔
iryd	果糖
iryg	国土
iryk	裹腿
iryl	锅贴
kvur	晢
kvnt	詟
itsb	乖巧
itsp	怪圈
kvic	䗪
itws	感慨万千
itww	怪味
itwg	怪物
itwh	拐弯
itze	怪哉
itzk	怪罪
itdq	怪话
itez	高开低走
itee	拐带
iteh	怪诞
item	拐点
itfc	怪异
itfd	怪样
itfi	甘苦与共
itfn	广开言路
itft	功亏一篑
itg	刚开始
itgw	怪谁
itgz	怪兽
itgc	怪事
itgd	鬼哭神嚎
itgi	怪声
itgk	怪谁
ithc	高科技
ithp	光可鉴人
itiz	高开高走
itif	拐棍
itit	乖乖
itje	怪才
kurl	胗
kuyl	畛
itkd	拐杖
itkj	怪招
itlc	怪癖
itlm	拐骗
itme	拐卖
itnv	怪了
itnc	乖戾
itnd	鬼哭狼嚎
itne	孤苦伶仃
itnj	管窥蠡测
itoe	公开赛
itpu	怪人
itqb	怪笑
itqn	怪想
itqx	公开信
kud	稹
kudx	稹
kumk	椹
itye	怪胎
kuwx	瑱
iusc	高峰期
iusm	跟前
iuzc	根子
iuzg	孤芳自赏
kuon	纼
iuzo	跟踪
kull	袗
kuuk	揕
kujt	葴
kuax	鬒
iucv	跟车
iucg	根除
iudj	根号
iudq	规范化
iuez	跟斗
iueb	根雕
iuec	根底
iueq	国防大学
iufz	根由
iufk	官复原职
iufo	股份有限公司
iufp	根源
iugd	跟上
iugi	鬼斧神工
iuhc	根基
iuhg	根据
iuht	根茎
iuhx	跟进
iuhy	根绝
iuiw	苟富贵，勿相忘
iuif	搞风搞雨
iuig	根骨
iuio	股份公司
kin	烝
kind	烝
iujo	跟从
kiqa	憕
iukv	跟着
kdb	嫜
iukc	根治
iukn	跟庄
kdbg	嫜
iums	国富民强
iumb	根苗
kdrg	暲
iun	辜负了
iunv	跟了
iunh	高风亮节
iuok	跟随
iuqf	刮风下雨
iuqm	高风险
iuqt	规范性
kdqg	掌
kcen	觯
iuui	跟风
iuxg	根部
iuxh	跟班
iuxn	高分辨率
iuxp	功夫不负有心人
iuyl	跟帖
ix	根本
ixsc	搞不清楚
ixsg	过不去
ixsp	果不其然
ixst	搞不清
ixzc	光膀子
ixzf	刚愎自用
ixzu	故步自封
ixbi	更不能
ixcc	功败垂成
ixch	高不成低不就
ixci	高不成
ixdi	哥本哈根
ixdj	搞不好
ixdm	敢把皇帝拉下马
ixev	怪不得
ixek	寡不敌众
ixeo	搞不懂
ixeq	各奔东西
ixet	搞不定
ixey	广播电台
ixfs	供不应求
ixfa	冈比亚
ixff	根本原因
ixfg	更不用说
ixfx	过把瘾
ixg	跟不上
ixgd	赶不上
ixgr	更别说
ixhc	赶不及
ixiz	够不够
ixih	敢不敢
ixin	顾不过来
ixks	高标准严要求
ixkf	高标准
ixkg	管不住
ixki	胳膊肘往外拐
ixkj	管不着
ixkq	官卑职小
ixm	各部门
ixmu	官逼民反
ixnb	管不了
ixoc	公报私仇
ixqc	鬼把戏
ixqi	鬼不像鬼
ixqk	改变现状
ixqp	各不相让
ixqu	甘拜下风
ixqy	各不相同
ixtb	更不可能
ixth	国不可一日无君
ixtl	高不可攀
ixtm	功不可没
ixuz	概不负责
ixxa	干巴巴
ixxn	古巴比伦
ixyh	戈壁滩
ixym	搞半天
iy	沟通
iywq	歌台舞榭
iyzc	狗腿子
iybv	管他呢
iybm	关塔那摩
iybn	故土难离
iycc	钢铁长城
iycg	共同处
iyde	改天换地
iydg	个体户
iydj	感叹号
iydm	改头换面
iydp	光天化日
iydq	光天化日之下
iyee	感天动地
iyem	共同点
iyff	共同语言
iyfq	沟通一下
iygc	共同市场
iygg	感同身受
iyh	国土局
iyhz	骨头架子
iyhg	狗头军师
iyib	鬼头鬼脑
iyig	高抬贵手
iykc	共同之处
iyma	国泰民安
iynb	改天聊
iynf	共同利益
iynq	瓜田李下
iyov	古铜色
iyof	管他三七二十一
iyol	龟兔赛跑
iytn	高谈阔论
iyui	刮台风
iyum	故态复萌
iyxw	顾头不顾尾
iyxa	改天吧
iyxg	更谈不上
iyy	光秃秃
iyyc	共同体
iyyg	高台跳水
kcvm	骘
kcub	鸷
js	从前
js	采取
jszd	擦枪走火
jsck	从轻处置
jsfk	藏巧于拙
jsip	才气过人
jsne	藏起来
jsqn	猜拳行令
jsxs	残缺不全
jsxu	此起彼伏
kcll	豸
jw	错误
jwbi	藏污纳垢
jwef	从无到有
jwfi	从未有过
jwhi	从未见过
jwhq	存亡绝续
jwpe	惨无人道
jwxc	错误百出
kcys	埴
jzsb	凑巧
jzsc	凑齐
jzsh	厕足其间
jzsm	凑钱
jzzg	凑足
jzbh	藏踪蹑迹
kck	彘
kckx	彘
jzdv	凑合
jzew	从早到晚
jzej	凑到
kczp	踬
jzgg	凑数
jzhp	才子佳人
jzhq	踩在脚下
jzhx	凑近
jziz	凑够
jzih	存在感
jzjz	凑凑
jznl	错字连篇
jzqy	操作系统
kcuq	絷
kcq	忮
jzuz	错综复杂
jzun	嘈杂纷乱
jzye	操作台
jzyn	惨遭屠戮
kcfe	黹
jvwr	侧卧
jvzc	册子
jvvp	侧耳
kcjx	𦭜
kcij	庤
jvcg	测出
jvdk	测绘
jvdq	策划
kcry	晊
kcmq	梽
jveg	测度
jveo	策动
jvet	测定
jvfc	侧翼
jvfh	测验
jvft	策应
jvfx	恻隐
jvgc	测试
jvgk	侧睡
jvgu	侧身
jvhg	测距
jvjv	测测
kcyj	畤
kchp	锧
jvkc	厕纸
jvko	侧重
kcds	稙
kcmr	榰
jvlt	测评
kcgp	疐
jvma	策马
jvmg	侧目
kcuz	擿
jvmm	侧面
jvmu	侧门
jvnm	侧脸
jvnn	测量
jvny	策略
jvog	测速
jvop	测算
jvor	厕所
kctf	吱
khf	谵
jvph	恻然
khu	搌
khub	搌
jvto	测控
jvuh	策反
jvui	册封
jvxm	侧边
khht	飐
jacv	擦车
jacg	擦除
jadh	擦汗
jadk	残奥会
jadu	擦痕
jaeb	擦掉
jaec	擦地
jafj	擦药
jagz	擦手
jagc	擦拭
jagd	擦伤
jagu	擦身
jahb	擦脚
jaih	擦干
jaja	擦擦
jakv	擦着
jali	擦碰
jalr	擦破
janm	擦脸
jann	擦亮
jaqc	擦洗
jaql	擦鞋
khme	栴
khp	偡
khpk	偡
khvk	嵁
khvt	嶦
jaxw	擦背
jaxg	擦布
jaxm	擦边
jb	才能
jbfd	从那以后
jbiz	才能够
jbz	肏你个嘴
khge	𫗴
khwb	鹯
jcsc	瓷器
jcsg	辞去
jcsm	此前
jcso	词穷
jcst	刺青
jcww	刺猬
jcwe	此外
jcwu	此文
kha	鳣
khae	鳣
jczg	词组
jczj	辞藻
khft	谵
jcvp	刺耳
kneq	漴
jcab	此岸
jcac	慈爱
krep	浞
jcbe	此乃
jcbk	次女
jcbm	次年
jccd	磁场
jccg	此处
jcci	辞呈
jccp	刺穿
jcd	伺候
jcdz	此后
jcdd	此行
jcde	辞海
jcdk	词汇
jcdq	此话
krm	棹
krfb	诼
jceb	辞掉
jcec	此地
jcee	磁带
jcej	刺刀
jcem	词典
krhr	䦃
jceu	粗茶淡饭
krmv	棁
krmb	椓
jcfc	词义
jcfg	词语
jcfg	赐予
jcfh	刺眼
krl	禚
jcfj	次要
jcft	从长远看
krld	禚
jcga	刺杀
jcgc	此时
jcgd	刺伤
krff	叕
jcgg	次数
jcgh	慈善
jcgi	此生
jcgu	刺身
jchb	赐教
jchc	刺激
jchf	从长计议
jchg	此举
jchh	草船借箭
jchm	此间
jciw	赐给
jcig	刺骨
jcio	辞工
krjg	䓬
jcjc	此次
jcjd	蹭吃蹭喝
krr	晫
krrg	晫
krdd	燋
krfg	酌
krmg	棹
jckc	辞职
jckk	词缀
jcko	此种
jckp	瓷砖
kpr	䏝
kprk	䏝
kppx	僎
jclh	磁盘
jclr	刺破
jclt	瓷瓶
jclx	词频
kowc	螽
jcma	次码
kojk	茽
jcmg	慈母
jcnw	此类
jcnv	辞了
jcnb	磁疗
jcnc	磁力
jcng	此路
jcnl	此列
kodn	穜
jcpc	次日
jcpg	刺入
kgxb	瘃
kgik	麈
jcpu	此人
jcqs	刺绣
jcqc	慈禧
jcqg	次序
jcql	辞谢
jcqn	慈祥
jcqo	雌雄
jcqp	次选
jcqt	雌性
kgmr	槠
kgxk	疰
jctv	此刻
jctg	词库
kgkf	舳
jcud	次方
jcug	赐福
jcuh	此番
kgo	纻
jcxs	层出不穷
jcxw	慈悲
kgoa	纻
jcxc	刺鼻
jcxd	此唱彼和
kgje	苧
jcxk	摧城拔寨
jcxl	辞别
kgmv	柷
kggk	砫
jcyb	词条
jcyd	祠堂
jcyh	刺探
jcyk	辞退
jcyl	磁铁
jcyo	刺痛
kkoz	缒
jdsc	藏起
jdso	苍穹
kkp	隹
jdww	仓位
kqa	髽
jdze	藏在
jdzh	此话怎讲
jdvn	从何而来
jdbw	舱内
jdbc	藏匿
jdbu	错恨难返
jdcg	仓储
jdck	才华出众
jdcy	仓皇出逃
jdde	沧海
jddf	才华横溢
jddj	藏好
jddn	仓皇
kqay	髽
jdee	采花大盗
kfr	肫
jdfk	沧海遗珠
jdfo	沧海一粟
jdfq	存乎一心
jdft	苍蝇
jdgs	从何说起
jdgg	藏书
jdgh	苍山
jdgi	苍生
jdgj	仓皇失措
jdgu	藏身
jdhc	催化剂
jdhl	仓颉
jdip	聪慧过人
kfry	肫
kfqy	忳
jdjd	苍苍
jdjg	仓促
jdjk	苍翠
kfc	衠
jdkv	藏着
kzj	荮
jdkr	藏拙
jdle	慈航普度
jdlx	藏品
jdmd	苍茫
jdmu	舱门
jdnj	苍老
jdnn	苍凉
jdoc	藏私
jdod	沧桑
jdoo	苍松
jdoy	沧海桑田
kzjj	荮
kzg	碡
kzgm	碡
jdtg	仓库
jdxe	苍白
jdxj	藏宝
jdxn	残花败柳
jdym	苍天
kzk	籀
kzky	籀
kzq	㤘
jess	彩球
jesb	彩桥
jesc	才气
jesj	财大气粗
jesp	猜拳
kzfj	酎
jest	才情
jewf	此地无银
jewg	财务
jewn	此地无银三百两
kzck	辀
jezc	才子
kzkb	鸼
kzbt	婤
kzmt	椆
jeba	采纳
jebb	菜鸟
jebk	才女
jebo	菜农
jebp	采暖
jecv	裁撤
jeca	采茶
jecg	猜出
jech	财产
jedj	才好
jedk	才会
jedo	彩虹
jedq	才华
jedt	踩坏
jee	彩蛋
jeec	菜地
jeee	彩带
jeef	菜墩
jeeh	菜单
jeei	彩灯
jeej	菜刀
jeem	彩电
jeeq	从大到小
jeer	猜度
jeet	裁定
jefz	才有
jefv	菜叶
jefc	猜疑
jefd	采样
jeff	彩云
jefj	菜肴
jefo	采用
jefp	裁员
jefx	彩印
kiak	正
jegc	才是
kdlb	长
jegk	财税
jegu	财神
jeh	猜忌
jehc	采集
jehe	从刀尖上爬过来的
jehf	裁军
jehf	惨淡经营
jehm	裁剪
jehq	菜价
jeht	财经
jehy	裁决
jeiz	采购
jeih	才干
jein	采光
jeip	菜馆
jeit	才怪
jeiu	菜根
knnq	戆
jejv	猜测
jeje	猜猜
kpwg	瑑
kome	柊
jekv	踩着
jekc	材质
jeke	采摘
jekg	财主
jeki	财政
jekj	彩照
jeko	猜中
kquz	挝
jelb	彩票
jele	彩排
jelg	菜谱
jelh	裁判
kquk	抓
kfxy	窀
jelt	彩屏
jelu	彩喷
jelx	菜品
kfys	圫
jemc	财迷
jemj	财贸
jen	彩礼
jenw	踩雷
jenb	材料
jenc	财力
jeng	财路
jenh	菜篮
jent	彩铃
jeny	才略
jeov	彩色
jeoc	踩死
jeql	采写
jeqm	踩线
jeqn	猜想
jeqq	彩霞
jeqt	才行
jeqx	彩信
jeqy	才学
kzpv	㑇
kja	𬶐
kjak	𬶐
kjht	𬬿
jetn	采矿
jett	财会
jetu	才肯
jeu	采风
jeud	采访
jeug	财富
jeui	裁缝
jexc	彩笔
jexh	菜板
jexj	财宝
jexm	采编
jeyz	彩头
jeya	踩踏
jeyd	菜汤
jeyg	彩图
jeyh	菜摊
jeyp	财团
kior	𬘬
jfsg	存取
jfsm	存钱
jfww	存为
jfwd	存亡
jfzc	村子
jfze	存在
jfvk	从一而终
kcmp	𬃊
krub	𬸦
jfcf	此言差矣
jfcg	存储
jfdr	存活
jfdy	财运亨通
jfed	存档
jfee	存贷
jfeg	参与度
jfeh	存单
jfej	存到
jfer	忖度
jfex	残垣断壁
jffv	村野
jffc	存疑
kfoz	𬘯
l	平
jfgv	村舍
jfgg	此一时，彼一时
jfgu	存身
jfi	存管
jfig	村姑
jfih	财源广进
jfii	财源滚滚
jfip	村官
jfiu	存根
jfje	猜一猜
jfjj	寸草
jfkv	存折
jfkd	村长
jfke	村寨
jfkg	存贮
jfkn	村庄
jfkq	恻隐之心
jfku	村镇
jflh	存盘
jflu	村野匹夫
la	怕
lat	啪
jfmx	村民
jfns	存留
jfnz	呲牙咧嘴
jfnc	村里
jfnn	存量
jfnr	村落
lak	爬
jfoc	寸有所长
lah	帕
jfpg	存入
lau	扒
jfqg	存续
laz	趴
jfqx	存心
jftz	村口
jftb	才有可能
jftg	从一开始
jftp	存款
jfud	存放
jfug	村妇
jfxe	苍蝇不叮无缝的蛋
jfxf	采阴补阳
jfxg	寸步
jfxh	搓衣板
lan	耙
laj	葩
law	琶
lam	杷
jgsc	粗气
laq	怕
jgsh	厕身其间
jgsm	粗浅
laqx	怕
jgww	醋味
jgwd	此生无憾
jgwg	此时无声胜有声
latx	啪
lahx	帕
jgzd	次生灾害
laux	扒
lazx	趴
lanx	耙
lajx	葩
lawx	琶
jgci	促成
jgdq	粗话
jgdr	粗活
lamx	杷
lx	品
jgea	粗大
jgeo	促动
jgeq	从上到下
lxt	品
jgfv	粗野
lxu	拼
jgfo	簇拥
lxk	频
jggs	才疏识浅
jggc	促使
jggg	粗疏
jggt	粗率
jghg	蹴鞠
jghj	错上加错
jghx	促进
jghy	蚕食鲸吞
jgin	粗犷
jgip	才识过人
lxx	贫
jgje	此时此地
jgjg	草率从事
jgjj	粗糙
jgjt	此时此刻
lxv	聘
jgke	藏身之地
lxkg	颦
jgkk	从始至终
jgkn	粗壮
jgko	粗重
lxbt	姘
lxtt	品
jgmw	蹙眉
jgnz	粗陋
jgng	粗鲁
jgnh	错失良机
jgnl	粗劣
jgnn	粗粮
jgny	粗略
jgoc	猝死
jgog	粗俗
jgop	醋酸
lxut	拼
jgph	猝然
jgpn	从善如流
lxkp	频
jgpu	粗人
jgqs	才疏学浅
jgqb	促销
jgqc	粗细
jgqm	粗线
jgqx	粗心
jgtz	粗口
jgth	粗看
jgua	猝发
jgud	粗放
jgx	测试版
jgxc	粗鄙
jgxg	粗布
jgxh	措手不及
jgxj	粗暴
jgxu	粗笨
jgyc	粗体
jgyo	粗通
lxxp	贫
jhsp	餐券
jhsy	残缺
lxvk	聘
jhwd	从今往后
jhwg	参悟
lj	跑
jhza	参杂
jhzf	促进作用
jhzh	参赞
jhzj	惨遭
jhvi	擦肩而过
jhab	惨案
jhbm	残年
jhcv	餐车
jhch	参禅
jhcp	残喘
ljz	跑
lje	泡
jhde	残骸
jhdg	曾几何时
ljd	炮
jhdr	惨祸
lju	抛
jhez	蚕豆
jhec	残敌
jheh	惨淡
jhej	餐刀
jheo	残冬
jhfd	从今以后
jhfg	参与
jhfh	参演
jhfo	蚕蛹
jhfq	辞旧迎新
jhft	残影
jhfx	餐饮
jhfy	参阅
ljx	刨
ljl	袍
jhga	残杀
jhgc	蚕食
jhgg	参数
jhgi	残生
jhh	残局
jhhs	残旧
jhhb	惨叫
jhhc	残疾
jhhf	参军
jhhg	餐具
jhhm	参见
jhhq	参加
jhht	惨景
jhhx	餐巾
jhi	餐馆
jhig	参股
jhii	残羹
jhip	参观
jhjd	曾经沧海
jhjf	残存
jhjg	曾经沧海难为水
jhka	残渣
jhkc	残值
jhkh	参展
jhki	参政
jhkj	参照
jhkn	惨状
jhko	惨重
jhkr	餐桌
jhlr	残破
ljxo	疱
jhmz	参谋
ljt	咆
lji	庖
jhns	残留
jhnv	惨了
jhnh	灿烂
jhnl	惨烈
ljs	狍
ljzo	跑
jho	惨死
jhov	惭色
jhoc	蚕丝
jhoe	参赛
jhof	残损
ljun	抛
jhop	葱姜蒜
jhpd	惨绝人寰
jhph	惨然
jhpm	草菅人命
jhpn	从谏如流
jhpu	残忍
ljxe	刨
jhqb	惨笑
ljio	庖
ljso	狍
jhqp	参选
jhqt	刺激性
jhqy	残雪
jhtg	残酷
jhth	参看
jhtj	参考
jhtk	惭愧
lje	匏
jhuw	残废
le	排
jhxe	惨败
jhxh	参半
jhxj	残暴
jhxt	残兵
leu	拍
jhys	从今天起
jhyz	参透
lee	派
jhyg	从今天开始
jhym	参天
jhyo	惨痛
jhyt	餐厅
lel	牌
jiww	菜过五味
jiwd	蹭网
lez	迫
jize	曾在
let	哌
leeu	湃
lec	徘
jicv	蹭车
jicc	蹭吃
jieb	蹭掉
jieh	从古到今
jiej	蹭到
jiek	曾对
jiel	层叠
jifz	曾有
jifd	挫骨扬灰
lep	俳
jigc	曾是
leuu	排
jigr	曾说
jigu	残羹剩饭
jihc	层级
jihl	踩过界
jiht	曾经
jiij	层高
jijc	层次
jiji	层层
jikh	从古至今
jimm	层面
jinv	错过了
jink	残羹冷炙
jipu	曾任
leeb	派
lelg	牌
jiuh	蹭饭
lezx	迫
jixe	才高八斗
letb	哌
lecu	徘
jjsc	操起
jjsm	草签
jjwg	草屋
jjza	嘈杂
jjzo	操纵
jjzr	操作
lut	喷
jjab	草案
lu	盆
jjbc	草拟
lutp	喷
jjcc	操持
jjcd	操场
jjcn	草创
li	碰
jjdh	擦擦汗
ligf	碰
jjec	草地
jjee	层层叠叠
jjeh	操蛋
jjej	操刀
jjek	草堆
jjem	璀璨夺目
lig	彭
jjfv	草叶
jjfd	从此以后
jjff	漕运
jjfg	草鱼
jjfj	草药
jjfp	草原
jjfy	草约
ligl	砰
jjgw	草草收尾
jjgz	操守
jjgc	草草收场
jjgg	草书
jjgi	草绳
lirb	鹏
jjgt	草率
jjhl	草芥
jjij	草稿
jjiu	草根
liu	捧
jjjj	曹操
jjjn	参差错落
jjjo	草丛
lir	朋
jjkc	草纸
lij	蓬
jjlh	操盘
jjli	草棚
jjlt	草坪
jjlx	残次品
lit	嘭
jjmw	草莓
lim	棚
jjmc	糙米
jjmd	草莽
jjmg	草木
jjmj	草帽
jjmm	匆匆忙忙
lijl	苹
jjmx	草民
jjnb	草料
jjng	草草了事
jjnj	操劳
jjnk	草绿
jjnm	操练
liw	烹
jjpb	凑凑热闹
lik	篷
jjqc	草席
jjql	草鞋
jjqt	操行
jjqx	操心
lie	澎
jjtz	草寇
jjto	操控
lirl	膨
ligr	硼
liq	怦
jjxs	参差不齐
jjxe	措辞不当
jjxf	参差不一
jjxg	寸草不生
jjxh	操办
jjxj	草包
jjxn	寸草不留
jjxu	草本
jjyz	草头
jjyg	草图
liul	抨
jksg	萃取
liun	捧
jkww	翠微
lirr	朋
jkwh	财政危机
lijz	蓬
jkzi	从中作梗
litl	嘭
limr	棚
liwd	烹
jkch	催产
jkdk	摧毁
jkdq	催化
likz	篷
jkef	粗枝大叶
liql	怦
ld	旁
jkf	侧重于
jkfb	残渣余孽
jkfg	翠玉
jkfk	藏着掖着
jkfn	从中渔利
jkfq	粗中有细
jkgz	催收
jkgg	财政税收
jkgi	催生
jkhg	财政局
jkig	脆骨
jkih	操之过急
ldr	胖
jkjg	催促
jkjh	摧残
jkjh	璀璨
jkke	催债
jkkg	翠竹
ldw	旁
ldi	庞
ldg	磅
jkmm	催眠
jkmp	藏之名山，传之其人
jkmt	催命
jknw	催泪
jknz	粗制滥造
jknk	翠绿
ldcu	彷
ldru	膀
lds	乓
jkpr	脆弱
lde	滂
ldz	逄
ldc	螃
jkqn	脆响
ldrx	胖
ldwu	旁
ldgu	磅
ldse	乓
jktp	催款
ldeu	滂
ldzn	逄
lc	批
jkxc	催逼
lck	皮
jkxh	催办
jkxq	此长彼消
jl	存盘
jleh	残篇断简
jlig	擦屁股
jm	聪明
jmsg	催眠曲
jmst	从目前来看
jmvg	侧目而视
jmfz	从没有
jmfg	聪明一世
jmfi	从没有过
jmfq	草莽英雄
jmfx	策马扬鞭
jmgs	才貌双全
jmgm	慈眉善目
jmhe	聪明绝顶
jmhx	草木皆兵
jmjk	聪明才智
jmkf	摧眉折腰
jmnn	聪明伶俐
jmpu	聪明人
jmqs	财迷心窍
jmqn	猜枚行令
jmuw	聪明反被聪明误
jmys	从明天起
jmyg	从明天开始
jn	从来
jnwd	藏龙卧虎
jndd	灿烂辉煌
jneh	催泪弹
jnem	灿烂夺目
jnfk	错落有致
jnhp	层林尽染
jnjs	猜来猜去
jnja	擦了擦
jnmf	从来没有
jntg	从零开始
jnxc	错漏百出
jnxf	从来不用
jnxg	从来不
jnxy	此路不通
lcg	屁
josm	从前
jost	从轻
lcoo	罢
joww	从未
lcge	劈
jozj	从早
lctv	匹
jovp	从而
lcr	脾
lcf	霹
jodv	从何
jodk	聪慧
jodq	葱花
lcu	披
lcxt	痞
jofz	从优
jofv	从业
jofh	从严
joft	聪颖
jogc	从事
jogg	从属
jogi	丛生
johf	从军
johg	财色兼收
johm	从简
john	葱姜
johx	从今
lcgg	辟
jojc	从此
jojg	匆促
jojo	匆匆
lcxg	癖
lct	啤
jojx	苍松翠柏
joki	从政
joko	从中
lcx	疲
lcxa	丕
lcyx	毗
jomw	从没
jomd	匆忙
jomh	才思敏捷
lcy	坯
lcp	僻
jomx	聪敏
jonk	葱绿
jonn	从良
jonx	丛林
jony	从略
joog	从速
lctg	噼
lclf	被
jopo	从容
lcv	陂
lctx	吡
joqb	从小
lch	铍
jotp	从宽
jott	沧桑坎坷
jouh	从犯
lcw	琵
lcgt	譬
joyz	从头
lclg	裨
jpsp	篡权
jpww	篡位
lcl	郫
lcxv	邳
jpbj	凑热闹
jpcg	窜出
jpej	窜到
jper	篡夺
jpfe	从容应对
lclv	邳
lcb	媲
jphf	从容就义
jphx	窜进
jpie	篡改
jpir	篡国
lcen	濞
jpkw	翠绕珠围
lcm	枇
lcgx	砒
lcyg	埤
jpnq	催人泪下
lce	淠
jppg	窜入
lco	纰
lcux	批
jpuh	催人奋进
lcuf	披
jpuq	灿若繁星
lcxf	疲
lcyl	坯
jpxl	从容不迫
jpyj	窜逃
jq	才行
jqsn	才想起来
jqzg	从现在开始
jqbf	藏形匿影
jqee	从小到大
jqef	粗心大意
jqfj	才需要
jqfy	雌雄异体
jqug	磁悬浮
jqxk	此消彼长
jqyq	促膝谈心
jqyy	雌雄同体
lcvf	陂
jrww	错位
lchf	铍
lcwx	琵
jrzc	错字
lcbx	媲
jrzj	搓澡
lcmx	枇
jrvv	错愕
lcox	纰
jrab	错案
jrac	错爱
lcxt	否
lh	盘
lhe	潘
jrcg	错处
jrci	搓成
jrcn	痤疮
lhx	判
jrdv	撮合
jrev	错的
jrej	锉刀
jrfo	错用
lhr	盼
jrgz	搓手
jrga	错杀
jrgc	措施
jrgc	错失
jrgd	磋商
lhu	拌
lhrx	胖
lhly	番
lhm	攀
jrhy	错觉
jrir	错过
jrit	错怪
lhy	畔
jrjc	措辞
lhk	磐
jrkv	挫折
jrlh	错判
jrma	错码
lhxf	叛
jrnz	错漏
jrnv	错了
lhex	泮
jrnp	错乱
jrpz	搓揉
jrpu	错认
jrqc	搓洗
lhc	蟠
lhkn	爿
jrte	错开
jrth	错看
lhkl	爿
lhz	蹒
lhey	潘
lhxe	判
lhre	盼
lhux	拌
jrxe	挫败
jrxh	搓板
lhmg	攀
lhyx	畔
jryc	错题
jryr	蹉跎
jt	参考
jtbi	才可能
jtnq	摧枯拉朽
lhkg	磐
lhcy	蟠
lhzn	蹒
lt	凭
lta	平
jufn	餐风饮露
jujc	参差
juju	涔涔
ltph	凭
ltx	瓶
juon	餐风宿露
juxk	此风不可长
jx	从不
jxss	擦边球
jxwd	慈悲为怀
jxzc	错别字
jxbf	寸步难移
jxbq	寸步难行
jxdk	才不会
jxef	词不达意
jxeh	残编断简
jxej	猜不到
jxgc	才不是
jxhu	猝不及防
jxji	从不曾
jxkw	草本植物
jxkf	才不至于
jxkg	藏不住
jxnb	错不了
jxnk	残杯冷炙
jxpe	惨不忍睹
jxxh	残兵败将
jxxn	寸步不离
jxxp	残暴不仁
jy	从头
jywm	粗通文墨
jyzc	醋坛子
jyzg	苍天在上
jyzn	从头再来
jyvh	从天而降
jyew	从头到尾
jygu	残汤剩饭
jyjh	寸土寸金
jynw	藏头露尾
jyni	从头来过
jyof	蹉跎岁月
jytg	从头开始
jyxk	寸土必争
jyxp	寸土不让
ltf	评
ltg	屏
ks	正确
ks	追求
kssg	珍禽奇兽
kszg	装腔作势
ksdf	整齐划一
ksdg	争强好胜
ksef	争奇斗艳
ksei	沾亲带故
ksen	争权夺利
kseu	只欠东风
ksfc	知其一
ksfg	珍禽异兽
ksfg	终其一生
ksgs	知情识趣
ksgf	真情实意
kshg	中情局
kshl	中秋节
ksi	支气管
ksid	瞻前顾后
ksip	至亲骨肉
kslx	朝气蓬勃
ksmc	朝秦暮楚
ksnf	濯清涟而不妖
ksnk	准确率
ksnn	真情流露
ksnp	正气凛然
kson	赵钱孙李
ksop	知其所以然
kspg	正确认识
ksph	知其然
ksq	准确性
ksqt	周期性
ksqy	志趣相投
kstn	中秋快乐
ksud	正前方
ksxh	知情不举
ksxk	知其不可而为之
kw	掌握
kwsj	支吾其词
kwwa	转危为安
ltj	萍
lty	坪
kwbx	真伪难辨
kwdj	中午好
kwef	朝闻道，夕死可矣
kwej	爪哇岛
kweq	中文大学
kwhi	站稳脚跟
kwjp	珠围翠绕
kwkw	周吴郑王
kwkx	追亡逐北
kwmh	转弯抹角
kwmt	中文名
kwoi	众望所归
kwp	债务人
kwpu	植物人
kwqw	植物纤维
kwqo	朝闻夕死
kwtt	赚外快
kwus	治外法权
kwxf	知无不言
kwxg	战无不胜
kwxh	中文版
ltjl	苹
kzsc	周期
kzsg	种族歧视
kzsn	志在千里
kzsp	周全
kzww	周围
kzwd	纣王
kzwg	周五
kzwu	皱纹
kzwy	只字未提
kzzc	肘子
kzzi	骤增
kzzj	周遭
lts	乒
ltb	娉
kzvp	周二
ltm	枰
