;fcitx Version 0x03 Table file
KeyCode=abcdefghijklmnopqrstuvwxyz
Length=32
Pinyin=@
PinyinLength=32
Prompt=&
ConstructPhrase=^
[Rule]
e2=p11+p12+p21+p22
e3=p11+p21+p31+p32
a4=p11+p21+p31+n11
[Data]
a	安
jnsa	祭扫
jnsd	尐
jnse	懠
jnsf	忣
jnsh	计算
jnshjn	计算机
jnshqn	计算器
jnsi	覊
jnsj	覉
jnsj	激素
jnsk	几岁
jnsl	㥍
jnsl	懻
jnsm	㥛
jnsn	吉尼斯
jnsn	祭祀
jnsn	缉私
jnsnggyn	集思广益
jnsnle	急死了
jnsodn	集散地
jnsubjyj	己所不欲
jnsv	愱
jnsy	憿
jnsz	悸
jnta	几套
jntc	几天
jntcjnye	几天几夜
jntd	蟣
jnte	辑
jnte	蝍
jnte	輯
jntf	虮
jntf	彶
jnth	集团
jnthgqsn	集团公司
jnti	檕
jntj	徛
jntj	䗁
jntj	䗗
jntk	毄
jntk	鸡腿
jntn	集体
jntnhudq	集体活动
jnto	祭坛
jntqyyjg	鸡同鸭讲
jntr	几条
jnts	繫
jnts	繋
jnts	鸡汤
jntt	轚
jntt	鸡头
jntu	寄托
jntv	撃
jntv	擊
jntv	螏
jntw	墼
jntx	几台
jnty	吉他
jnua	极少
jnuavidu	积少成多
jnub	㔕
jnud	刉
jnud	刏
jnui	寄生
jnuivq	寄生虫
jnuj	諅
jnuj	技术
jnuk	积水
jnukviyh	积水成渊
jnul	其
jnun	即使
jnun	及时
jnunarbs	济世安邦
jnunarmm	济世安民
jnunbz	记事本
jnunhsle	及时行乐
jnunjbrz	济世救人
jnunnc	几十年
jnunnclx	几十年来
jnunncqc	几十年前
jnunncrjynrn	几十年如一日
jnur	期
jnur	朞
jnur	㫷
jnus	惎
jnusxmlx	计上心来
jnut	棘手
jnuv	卙
jnuw	基
jnux	㰟
jnuy	犱
jnuy	击杀
jnuz	跻身
jnva	讥嘲
jnvd	磯
jnve	䚐
jnve	郆
jnvf	饥
jnvf	矶
jnvg	机床
jnvh	击穿
jnvi	磼
jnvi	继承
jnviunun	既成事实
jnvive	计程车
jnvj	吉
jnvj	㞆
jnvj	躸
jnvj	基础
jnvk	屐
jnvk	瞉
jnvl	賫
jnvl	賷
jnvl	䂑
jnvn	鸡翅
jnvo	戟
jnvqnofo	积重难返
jnvr	㞛
jnvs	机场
jnvsljlj	饥肠辘辘
jnvx	赍
jnvy	稽查
jnvz	击沉
jnwd	㙨
jnwd	䟇
jnwf	圾
jnwi	㙫
jnwj	畸
jnwj	趌
jnwj	既无
jnwjsuvj	计无所出
jnwk	叝
jnwn	㚻
jnwo	几万
jnwonc	几万年
jnwp	几位
jnwp	极为
jnwpjb	鸡尾酒
jnwpvqya	极为重要
jnwpxw	基围虾
jnwq	䟌
jnwr	塉
jnwr	趞
jnwsbjjb	既往不咎
jnwskxlx	继往开来
jnwu	䞘
jnwu	鸡窝
jnwy	畟
jnwz	垍
jnwz	祭文
jnxb	机修
jnxc	极限
jnxcdjni	嫉贤妒能
jnxd	饑
jnxd	亽
jnxd	僟
jnxd	集训
jnxe	偮
jnxf	伋
jnxf	飢
jnxf	积雪
jnxg	吉祥
jnxg	迹象
jnxgdsbrznytyalnpxfs	既想当婊子又要立牌坊
jnxgrjyn	吉祥如意
jnxi	集
jnxi	雧
jnxi	解囊相助
jnxj	佶
jnxj	继续
jnxk	伎
jnxl	畸形
jnxl	记性
jnxlfyhk	即兴发挥
jnxm	亼
jnxn	即席
jnxnnogx	积习难改
jnxp	偈
jnxq	吉凶
jnxqwpbj	吉凶未卜
jnxr	绩效
jnxv	㑵
jnxv	机械
jnxvyddq	机械运动
jnxw	记下
jnxz	㑧
jnxz	㑑
jnxz	艰难险阻
jnya	齌
jnya	既要
jnyb	齑
jnyb	齐
jnyd	剂
jnyd	剤
jnyd	劑
jnyd	璣
jnyd	譏
jnye	䜞
jnye	璾
jnye	基业
jnyeviqb	集腋成裘
jnyf	玑
jnyf	記
jnyf	韲
jnyf	齏
jnyh	机缘
jnyhqrhe	机缘巧合
jnyi	齌
jnyj	机遇
jnyj	觊觎
jnyj	基于
jnyjhtws	寄予厚望
jnyjqbvi	急于求成
jnyk	諔
jnyl	齎
jnyl	今年以来
jnym	九牛一毛
jnym	基因
jnyn	㻷
jnyn	记忆
jnynln	记忆力
jnynxw	记一下
jnynytxm	记忆犹新
jnyolnse	疾言厉色
jnyq	急用
jnys	誋
jnys	几样
jnyswzzn	激扬文字
jnyt	既有
jnytkeni	极有可能
jnytvijn	积忧成疾
jnyv	計
jnyy	䛋
jnyy	譤
jnyy	几内亚
jnyy	挤压
jnyy	积压
jnyyqdxq	技压群雄
jnyyyjrt	鸡鸭鱼肉
jnyz	㻑
jnza	急躁
jnzb	跻
jnzb	䢋
jnzd	迹
jnzd	跡
jnze	躋
jnzi	激增
jnzj	䢎
jnzj	基诺族
jnzj	机组
jnzl	蹟
jnzl	踑
jnzn	䟱
jnzn	机子
jnzo	积攒
jnzr	蹐
jnzr	踖
jnzr	躤
jnzs	跽
jnzw	䠏
jnzx	臮
jnzx	记载
jnzy	鸡杂
jpgd	鸡皮疙瘩
jphh	就怕货比货
jpij	旧瓶装新酒
jpix	柬埔寨
jplj	筋疲力尽
jprw	家破人亡
jprx	家贫如洗
jpsx	吉普赛
jpwy	就怕万一
jpxl	借坡下驴
jpxu	金盆洗手
jpzj	景颇族
jq	炯
jq	窘
jq	迥
jq	颎
jq	炅
jq	扃
jq	冏
jq	囧
jq	坰
jq	泂
jq	䌹
jq	絅
jq	褧
jq	駉
jq	蘔
jq	綗
jq	㑋
jq	㓏
jq	㖥
jq	㢠
jq	㤯
jq	㷗
jq	㷡
jq	䐃
jq	䢛
jq	侰
jq	僒
jq	冂
jq	冋
jq	埛
jq	扄
jq	浻
jq	澃
jq	烱
jq	煚
jq	煛
jq	熲
jq	燛
jq	臦
jq	臩
jq	蘏
jq	逈
jq	銄
jq	顈
jq	駫
jq	䮐
jqaj	炯
jqaj	扃
jqaj	扄
jqaj	烱
jqay	诘屈聱牙
jqbd	举棋不定
jqbi	将勤补拙
jqbl	鸡犬不留
jqbn	鸡犬不宁
jqbp	冂
jqbq	坚强不屈
jqbr	旌旗蔽日
jqcl	蘔
jqcl	蘏
jqdb	夹枪带棒
jqdj	泂
jqdj	㓏
jqdj	浻
jqdx	剑桥大学
jqek	褧
jqfh	尽情发挥
jqfj	銄
jqfl	奖勤罚懒
jqga	㷗
jqgv	澃
jqgy	究其根源
jqhj	䌹
jqhv	九曲回肠
jqij	駉
jqij	䮐
jqiy	駫
jqja	㖥
jqjj	冏
jqjj	冋
jqjl	窘境
jqjp	囧
jqjq	炯炯
jqjqytuz	炯炯有神
jqju	驾轻就熟
jqkd	窘困
jqkg	窘况
jqkj	絅
jqkj	綗
jqlj	窘
jqll	熲
jqll	顈
jqlx	颎
jqlx	捡起来
jqnc	几千年
jqpc	剧情片
jqpp	精确匹配
jqpu	窘迫
jqqd	敬请期待
jqqr	静悄悄
jqqx	捐弃前嫌
jqra	炅
jqra	㷡
jqra	䐃
jqra	煚
jqra	煛
jqro	迥然
jqrobjtq	迥然不同
jqrz	机器人
jqsj	㤯
jqsn	尽其所能
jqsu	激情四射
jqta	燛
jqtb	臩
jqtt	臦
jqtx	窘态
jqut	鸡犬升天
jquw	九曲十八弯
jqwj	坰
jqwj	埛
jqxg	窘相
jqxj	侰
jqxj	僒
jqxm	进取心
jqxu	㑋
jqyk	见钱眼开
jqyn	迥异
jqyu	交浅言深
jqzj	迥
jqzj	㢠
jqzj	䢛
jqzj	逈
jr	教
jr	交
jr	叫
jr	较
jr	角
jr	脚
jr	焦
jr	缴
jr	娇
jr	胶
jr	骄
jr	郊
jr	轿
jr	剿
jr	狡
jr	绞
jr	搅
jr	嚼
jr	浇
jr	矫
jr	礁
jr	蕉
jr	椒
jr	窖
jr	侥
jr	蛟
jr	酵
jr	饺
jr	跤
jr	佼
jr	醮
jr	皎
jr	铰
jr	姣
jr	鲛
jr	峤
jr	湫
jr	艽
jr	鹪
jr	敫
jr	茭
jr	徼
jr	噍
jr	藠
jr	峧
jr	斠
jr	滘
jr	漖
jr	燋
jr	璬
jr	皦
jr	皭
jr	校
jr	僬
jr	䴔
jr	恔
jr	觉
jr	較
jr	覺
jr	矯
jr	膠
jr	腳
jr	蹻
jr	轎
jr	挢
jr	蟭
jr	筊
jr	膲
jr	餃
jr	簥
jr	覐
jr	窌
jr	訆
jr	轇
jr	繳
jr	絞
jr	蟜
jr	鐎
jr	覚
jr	釥
jr	驕
jr	鵁
jr	鷦
jr	㚣
jr	㠐
jr	㩭
jr	㩰
jr	㬭
jr	㬵
jr	㭂
jr	㰾
jr	㱶
jr	㳅
jr	㽱
jr	㽲
jr	㿟
jr	䀊
jr	䁶
jr	䂃
jr	䆗
jr	䘨
jr	䚩
jr	䜈
jr	䠛
jr	䢒
jr	䢪
jr	䣤
jr	䥞
jr	䩌
jr	䪒
jr	䴛
jr	僥
jr	儌
jr	劋
jr	勦
jr	呌
jr	喬
jr	嘂
jr	嘄
jr	嘐
jr	嘦
jr	噭
jr	嬌
jr	嬓
jr	孂
jr	嶕
jr	嶠
jr	嶣
jr	徺
jr	悎
jr	憍
jr	憢
jr	憿
jr	挍
jr	捁
jr	摎
jr	摷
jr	撟
jr	撹
jr	攪
jr	敎
jr	敽
jr	敿
jr	斍
jr	晈
jr	暞
jr	曒
jr	樔
jr	湬
jr	潐
jr	澆
jr	灂
jr	灚
jr	烄
jr	煍
jr	燞
jr	獥
jr	珓
jr	癄
jr	穚
jr	笅
jr	纐
jr	臫
jr	茮
jr	虠
jr	譑
jr	譥
jr	賋
jr	趭
jr	踋
jr	釂
jr	鉸
jr	鮫
jr	鱎
jr	鷮
jr	龣
jr	䰘
jr	㤭
jr	㲬
jr	䌭
jr	䮦
jr	䶰
jraa	燋
jraa	煍
jraf	见人矮三分
jraj	穚
jrar	教案
jras	烄
jrau	骄傲
jrauzndy	骄傲自大
jrauznmo	骄傲自满
jrav	湬
jrbb	坚韧不拔
jrbc	狡辩
jrbg	䰘
jrbj	脚步
jrblbnbx	骄兵必败
jrbo	搅拌
jrbp	脚背
jrbr	䴛
jrbt	截然不同
jrbt	迥然不同
jrbu	居然不是
jrby	教
jrbz	脚本
jrca	蕉
jrcf	艽
jrcl	藠
jrcs	茭
jrcs	茮
jrcs	窖藏
jrcu	交错
jrcx	教材
jrda	湫
jrda	潐
jrda	教导
jrdaytfs	教导有方
jrdc	灂
jrdc	焦点
jrde	灚
jrdg	㱶
jrdg	䰘
jrdh	较短
jrdi	䀊
jrdj	滘
jrdj	䚩
jrdj	角度
jrdk	角
jrdl	㳅
jrdn	较低
jrdndn	娇滴滴
jrdndnbjll	叫地地不灵
jrdq	搅动
jrdu	较多
jrdx	交代
jrdy	浇
jrdy	漖
jrdy	澆
jrdy	较大
jrea	嶕
jrea	嶣
jreb	峤
jree	交恶
jrei	戛然而止
jrej	㠐
jrej	嶠
jres	峧
jrfa	鐎
jrfi	交锋
jrfj	交付
jrfp	缴费
jrfs	铰
jrfs	釥
jrfs	鉸
jrfy	䥞
jrfy	叫法
jrga	较高
jrge	覺
jrge	交割
jrgg	较广
jrgh	浇灌
jrgh	教官
jrgi	䶰
jrgk	娇贵
jrgp	交给
jrgs	䘨
jrgt	交媾
jrgu	教过
jrgz	脚跟
jrha	较好
jrhd	搅浑
jrhe	搅和
jrhg	教皇
jrhh	叫唤
jrhh	交换
jrhhjn	交换机
jrhhtx	交换台
jrhi	骄横
jrhj	交互
jrhk	教会
jrhk	教诲
jrhktjdneesnunfj	教会徒弟饿死师傅
jrhl	脚踝
jrho	叫喊
jrhp	焦黑
jrhs	绞
jrhs	交行
jrhtgz	脚后跟
jrhu	交货
jrhv	噤若寒蝉
jrhw	狡猾
jrhw	尖锐化
jrhwzn	叫花子
jrhy	缴
jria	䩌
jrib	骄
jrie	叫着
jrii	矫正
jrij	驕
jrij	䮦
jrij	教主
jrij	惊人之举
jrij	角逐
jrik	椒
jrin	脚趾
jrin	急人之难
jrintt	脚趾头
jrinyhgq	教职员工
jrio	樔
jrio	交战
jris	校
jris	㭂
jris	脚掌
jriu	焦灼
jriy	狡诈
jriy	既然这样
jriz	较真
jrja	噍
jrjb	叫
jrjc	嚼
jrjc	矫健
jrjc	脚尖
jrjd	劋
jrjf	叫绝
jrjg	嘐
jrjh	胶卷
jrji	嘄
jrji	尽人皆知
jrji	见仁见智
jrjj	嘂
jrjj	焦距
jrjj	渐入佳境
jrjl	交警
jrjm	较近
jrjmnain	绞尽脑汁
jrjn	嘦
jrjn	交际
jrjn	焦急
jrjr	教教
jrjrie	佼佼者
jrjv	呌
jrjv	交接
jrjv	交界
jrjw	交加
jrjy	噭
jrjy	假仁假义
jrka	醮
jrka	䌭
jrkc	釂
jrke	教科
jrkeuj	教科书
jrkg	骄狂
jrkh	缴款
jrkj	喬
jrkj	叫苦
jrkjbjdv	叫苦不迭
jrkjlctc	叫苦连天
jrkk	敽
jrkl	纐
jrkl	较快
jrkl	节日快乐
jrkn	鷮
jrks	絞
jrktvizo	交口称赞
jrky	繳
jrky	敿
jrkz	酵
jrla	癄
jrlb	㽱
jrlb	䆗
jrlb	交流
jrlc	皭
jrlc	教练
jrle	窌
jrlg	较量
jrlh	搅乱
jrlj	窖
jrlj	譥
jrlk	焦虑
jrll	㿟
jrln	脚力
jrlp	㽲
jrlq	蛟龙
jrlr	脚镣
jrls	皎
jrlu	角落
jrlx	㰾
jrlx	叫来
jrlx	寄人篱下
jrly	敫
jrly	皦
jrmc	脚面
jrmj	鱎
jrmj	酵母
jrmp	娇媚
jrms	鲛
jrms	鮫
jrmu	角膜
jrmv	斠
jrmv	剿灭
jrmx	叫卖
jrmy	叫骂
jrmz	叫门
jrnb	娇
jrng	娇娘
jrni	孂
jrnj	嬌
jrnn	㚣
jrno	较难
jrns	姣
jrns	胶囊
jrny	嬓
jrny	缴纳
jrnz	娇嫩
jrpb	勦
jrpc	胶片
jrpd	剿
jrpj	簥
jrpj	脚蹼
jrpp	䪒
jrpp	交配
jrps	筊
jrps	笅
jrpu	坚如磐石
jrpx	教派
jrpy	酒肉朋友
jrpz	脚盆
jrqb	挢
jrqb	角球
jrqc	交钱
jrqcyouz	交浅言深
jrqe	搅
jrqe	撹
jrqe	攪
jrqg	摎
jrqg	较强
jrqi	㩰
jrqj	捁
jrqj	撟
jrqj	郊区
jrql	矫情
jrql	较轻
jrql	拒人千里
jrqn	娇气
jrqo	摷
jrqs	挍
jrqw	拒人千里之外
jrqz	㩭
jrra	膲
jrra	搅扰
jrrc	㬭
jrrc	䂃
jrrc	既然如此
jrre	脚
jrre	腳
jrre	䣤
jrrg	膠
jrri	暞
jrrq	交融
jrrs	胶
jrrs	覐
jrrs	㬵
jrrs	晈
jrrs	賋
jrrs	叫嚷
jrrt	娇柔
jrrtzazu	矫揉造作
jrru	较弱
jrry	䁶
jrry	曒
jrry	尽如人意
jrsb	㤭
jrse	觉
jrse	覚
jrse	角色
jrsj	悎
jrsj	憍
jrsn	绞死
jrss	恔
jrsu	教唆
jrsy	憢
jrsy	憿
jrsy	敎
jrta	蟭
jrtb	轿
jrtctcbjyl	叫天天不应
jrtg	轇
jrtj	轎
jrtj	蟜
jrtj	教徒
jrtjsnztgtpi	狡兔死走狗烹
jrtjsokj	狡兔三窟
jrtl	叫停
jrtn	交替
jrto	交谈
jrtq	交通
jrtqdyxf	交通大学
jrtqgqjj	交通工具
jrtqjj	交通局
jrtqujnb	交通枢纽
jrtqymhs	交通银行
jrtr	教条
jrts	较
jrts	蛟
jrts	較
jrts	教堂
jrtt	交投
jrttjveh	交头接耳
jrttloee	焦头烂额
jrtx	吉人天相
jrty	徼
jrty	徺
jrtylginvh	脚踏两只船
jrtyundn	脚踏实地
jrua	较少
jrub	敬如上宾
jrue	交涉
jrueymyn	骄奢淫逸
jruh	见人说人话
jrui	叫声
jruighys	娇生惯养
jruj	教书
jruk	胶水
jrum	敬若神明
jrum	尽人事听天命
jrun	教师
jrus	狡
jrus	脚上
jrut	教授
jruu	假如说
jruy	獥
jruy	绞杀
jruz	较深
jrva	礁
jrvb	矫
jrvd	叫春
jrve	轿车
jrvh	娇喘
jrvi	教程
jrvj	矯
jrvj	交出
jrvn	角尺
jrvq	娇宠
jrvq	较重
jrvs	饺
jrvs	较长
jrvs	君辱臣死
jrvy	交叉
jrvy	交差
jrvz	娇嗔
jrvz	静如处子
jrwa	趭
jrwj	教务
jrwj	金融危机
jrwjvsun	教无常师
jrwo	较晚
jrwp	较为
jrws	交往
jrwsguii	矫枉过正
jrwv	近日无仇
jrwx	郊外
jrxa	焦
jrxa	僬
jrxa	燞
jrxb	娇羞
jrxd	教训
jrxf	教学
jrxfpc	教学片
jrxghkyl	交相辉映
jrxgle	交响乐
jrxh	脚癣
jrxi	㲬
jrxl	侥幸
jrxl	兼容性
jrxm	交心
jrxn	鹪
jrxn	鷦
jrxr	叫嚣
jrxr	较小
jrxs	佼
jrxs	餃
jrxv	龣
jrxv	缴械
jrxw	脚下
jrxy	侥
jrxy	僥
jrxy	儌
jryb	訆
jryd	搅匀
jrye	郊
jrye	斍
jrye	金融业
jryf	虠
jryh	教员
jryhdobx	胶原蛋白
jryj	譑
jryj	教育
jryjjj	教育局
jrym	脚印
jrym	救人一命
jryn	䴔
jryn	鵁
jryn	交易
jrynsu	交易所
jryo	䜈
jryoyjdn	娇艳欲滴
jrys	交
jrys	珓
jrys	教养
jryssnhu	骄阳似火
jryt	交友
jryu	孑然一身
jryw	拒人于千里之外
jryx	井然有序
jryy	璬
jryy	脚丫
jryy	佳人有约
jrza	焦躁
jrzabjar	焦躁不安
jrze	踋
jrzj	蹻
jrzj	䢪
jrzn	饺子
jrznwjfs	教子无方
jrznytfs	教子有方
jrzp	臫
jrzq	䠛
jrzq	骄纵
jrzs	跤
jrzs	䢒
jrzu	叫做
jrzx	吉人自有天相
jrzz	矫揉造作
jsbj	见死不救
jsby	己所不欲
jscq	酒色财气
jsdj	加速度
jsdn	集散地
jsfu	救死扶伤
jsgy	集思广益
jsit	酒色之徒
jsiy	就算这样
jsjn	计算机
jskb	尖酸刻薄
jsle	急死了
jspc	惊悚片
jsqh	紧随其后
jsqn	计算器
jsui	江苏省
jswj	见所未见
jsyu	九死一生
jtbo	剪贴板
jtdd	惊天动地
jtdu	惊天地泣鬼神
jtdx	交通大学
jtfh	借题发挥
jtgh	晶体管
jtgj	交通工具
jtgs	集团公司
jtgy	姜太公钓鱼
jthd	集体活动
jthl	惊涛骇浪
jtif	家庭主妇
jtje	交头接耳
jtjj	交通局
jtjy	几天几夜
jtle	焦头烂额
jtln	进退两难
jtlo	景泰蓝
jtlv	脚踏两只船
jtly	九天揽月
jtmg	假途灭虢
jtnr	九头鸟
jtsb	家徒四壁
jtsk	狡兔三窟
jtsp	狡兔死走狗烹
jtty	叫天天不应
jtud	脚踏实地
jtuj	进退失据
jtun	交通枢纽
jtvl	卷土重来
jtwd	经天纬地
jtwg	进退维谷
jtwm	进退无门
jtwx	具体问题具体分析
jtxl	警惕性
jtxw	街头巷尾
jtxx	精挑细选
jtxy	街谈巷议
jtyh	交通银行
jtyj	鸡同鸭讲
jtyn	金童玉女
jtzm	兼听则明
jtzn	简体字
jtzy	家庭作业
ju	就是
juab	济世安邦
juam	济世安民
jubb	精神百倍
jubg	据实禀告
jubi	精神不振
jubl	接受不了
jubm	见势不妙
jubr	今时不同往日
jubu	井水不犯河水
jubx	兼收并蓄
jubz	记事本
judi	九十点钟
judj	家书抵万金
judl	绝世独立
juds	精神抖擞
judv	江山代有才人出
jufl	精神分裂
jufs	健身房
jugr	举世公认
jugy	娇生惯养
juhf	精神焕发
juhh	借尸还魂
juhl	及时行乐
juhs	惊世骇俗
juil	举手之劳
juim	举世瞩目
juiy	经世致用
jujm	尽善尽美
jujr	济世救人
juju	今生今世
jukj	精神可嘉
jult	近水楼台
julu	就事论事
july	近水楼台先得月
jum	叫什么
junc	几十年
junl	几十年来
junq	几十年前
junr	几十年如一日
junt	劫数难逃
juqb	见识浅薄
juqw	决胜千里之外
juqx	尽释前嫌
jurh	江山如画
juth	锦上添花
jutq	九省通衢
jutz	举手投足
juuj	江山社稷
juvd	积少成多
juvq	寄生虫
juvt	旧事重提
juvt	聚沙成塔
juvy	积水成渊
juwk	金石为开
juwm	举世闻名
juwu	举世无双
juxl	计上心来
juyd	尽收眼底
juyf	九十月份
juyg	江山易改
juyh	建设银行
juyr	假手于人
juyx	介绍一下
juyy	骄奢淫逸
juzd	监守自盗
juzf	今是昨非
juzh	洁身自好
juzj	经史子集
jv	解
jv	结
jv	接
jv	界
jv	节
jv	阶
jv	姐
jv	介
jv	借
jv	街
jv	杰
jv	皆
jv	届
jv	洁
jv	截
jv	戒
jv	揭
jv	捷
jv	劫
jv	竭
jv	诫
jv	桔
jv	诘
jv	睫
jv	颉
jv	秸
jv	嗟
jv	芥
jv	桀
jv	拮
jv	孑
jv	碣
jv	婕
jv	羯
jv	疥
jv	蚧
jv	讦
jv	疖
jv	骱
jv	絜
jv	喈
jv	鲒
jv	蜐
jv	劼
jv	悈
jv	檞
jv	湝
jv	玠
jv	楷
jv	褯
jv	㛃
jv	岊
jv	家
jv	她
jv	价
jv	藉
jv	偈
jv	結
jv	袷
jv	節
jv	階
jv	袓
jv	蛣
jv	哜
jv	鶡
jv	脻
jv	蓵
jv	稭
jv	誡
jv	裓
jv	詰
jv	訐
jv	衸
jv	菨
jv	蛶
jv	鞊
jv	飷
jv	趌
jv	㑘
jv	㑵
jv	㓗
jv	㓤
jv	㔾
jv	㘶
jv	㝌
jv	㝏
jv	㞯
jv	㠍
jv	㠹
jv	㦢
jv	㨗
jv	㨩
jv	㨰
jv	㮞
jv	㮮
jv	㸄
jv	㸅
jv	㾏
jv	㿍
jv	䀷
jv	䀹
jv	䁓
jv	䂃
jv	䂒
jv	䂝
jv	䂶
jv	䃈
jv	䅥
jv	䇒
jv	䌖
jv	䔿
jv	䕙
jv	䕸
jv	䗻
jv	䘁
jv	䛺
jv	䞦
jv	䟌
jv	䣠
jv	䥛
jv	䯰
jv	䰺
jv	䱄
jv	䲙
jv	䲸
jv	丯
jv	倢
jv	偼
jv	傑
jv	價
jv	刦
jv	刧
jv	刼
jv	卩
jv	卪
jv	吤
jv	唶
jv	啑
jv	喼
jv	嚌
jv	堦
jv	堺
jv	妎
jv	媎
jv	媘
jv	媫
jv	嫅
jv	尐
jv	屆
jv	岕
jv	崨
jv	嵑
jv	嵥
jv	嶰
jv	嶱
jv	嶻
jv	巀
jv	幯
jv	庎
jv	徣
jv	扢
jv	掲
jv	掶
jv	搩
jv	擑
jv	擮
jv	擳
jv	斺
jv	昅
jv	杢
jv	桝
jv	椄
jv	楐
jv	楬
jv	楶
jv	榤
jv	毑
jv	洯
jv	滐
jv	潔
jv	煯
jv	犗
jv	狤
jv	琾
jv	瑎
jv	畍
jv	疌
jv	痎
jv	癤
jv	砎
jv	礍
jv	紒
jv	耤
jv	莭
jv	蝔
jv	蠘
jv	蠞
jv	蠽
jv	衱
jv	袺
jv	觧
jv	誱
jv	謯
jv	跲
jv	踕
jv	迼
jv	鉣
jv	鍻
jv	鎅
jv	镼
jv	鞂
jv	頡
jv	魪
jv	鮚
jv	鶛
jv	㑢
jv	㔛
jv	㾬
jvab	㸄
jvae	㸅
jvaj	秸
jval	稭
jval	煯
jvan	节哀
jvanudbc	节哀顺变
jvap	䅥
jvar	结案
jvaubjxd	桀骜不驯
jvba	解包
jvbapmvh	捷报频传
jvbc	街边
jvbf	家常便饭
jvbg	丯
jvbjkxgu	揭不开锅
jvbl	结冰
jvbo	接班
jvbp	竭
jvbp	戒备
jvbpszyo	戒备森严
jvbq	纠缠不清
jvbr	耤
jvbs	解绑
jvbx	坚持不懈
jvbx	洁白
jvbxwjxw	洁白无瑕
jvby	结巴
jvca	节操
jvcaxchh	结草衔环
jvcb	芥
jvcc	䔿
jvcd	结存
jvce	节
jvce	莭
jvci	阶层
jvcj	䕸
jvcn	菨
jvcn	借此
jvcq	䕙
jvcr	藉
jvcx	蓵
jvcx	㑘
jvcx	芥菜
jvda	街道
jvdauyrz	借刀杀人
jvdc	节点
jvdh	阶段
jvdi	楶
jvdi	滐
jvdi	街灯
jvdj	洁
jvdj	解读
jvdk	觧
jvdl	湝
jvdl	界定
jvdn	解
jvdn	姐弟
jvdq	解冻
jvds	㓗
jvds	潔
jvdsylsn	结党营私
jvdx	接待
jvdxfs	借贷方
jvdxwjmz	借贷无门
jvdy	解答
jvdyhhxn	皆大欢喜
jveb	阶
jveb	岕
jvehlcso	接二连三
jvei	㠍
jvei	嵥
jvel	階
jven	嶰
jveo	巀
jvep	嵑
jvep	嶱
jveq	嶻
jveq	绝尘而去
jvex	崨
jvfb	㠹
jvfb	鎅
jvfe	㞯
jvfe	幯
jvfh	鉣
jvfi	接风
jvfixnvz	接风洗尘
jvfj	姐夫
jvfjjnpm	劫富济贫
jvfp	鍻
jvfp	劫匪
jvfs	䥛
jvfs	解放
jvfsjd	解放军
jvfsle	解放了
jvfslmjj	街坊邻居
jvfsqc	解放前
jvfu	绝处逢生
jvfy	揭发
jvfyfjqn	结发夫妻
jvga	截稿
jvgb	衸
jvgc	裓
jvgf	褯
jvgf	衱
jvgg	借光
jvgh	接管
jvgi	桔梗
jvgj	袷
jvgj	袺
jvgj	解雇
jvgjfijm	借古讽今
jvgjyo	节骨眼
jvgk	接轨
jvgo	秸秆
jvgoehqn	揭竿而起
jvgp	借给
jvgt	结构
jvgtxl	结构性
jvgu	袓
jvgu	结果
jvgune	结果呢
jvgurjhe	结果如何
jvha	接好
jvhd	结婚
jvhe	结合
jvhj	结
jvhj	介乎
jvhk	结汇
jvhl	介怀
jvht	节后
jvhtyjui	劫后余生
jvhu	解惑
jvhwxcfu	借花献佛
jvhz	解恨
jvia	杰
jvia	接招
jvib	桝
jvib	楐
jvie	接着
jvih	结转
jvii	榤
jvij	桔
jvij	㮞
jvij	借助
jvik	毑
jvil	楷
jvin	檞
jvin	椄
jvin	戒指
jvin	截止
jvinin	截止至
jvinrn	截止日
jvinxgwz	街知巷闻
jvio	杢
jvio	接站
jvip	楬
jviqbnjc	接踵比肩
jviqehin	接踵而至
jviqehlx	接踵而来
jvis	结账
jvit	就吃这一套
jviv	㮮
jvix	借债
jviy	结扎
jviz	接诊
jvjb	哜
jvjb	吤
jvjb	嚌
jvjb	解救
jvjbjrvt	借酒浇愁
jvjc	借鉴
jvjf	解决
jvjfbjle	解决不了
jvjfle	解决了
jvjfwztn	解决问题
jvjg	检察机关
jvjj	警察局
jvjj	结局
jvjl	喈
jvjl	捷径
jvjl	洁净
jvjl	结晶
jvjm	接近
jvjm	解禁
jvjmqhln	竭尽全力
jvjmsuni	竭尽所能
jvjn	阶级
jvjnky	借记卡
jvjnuido	借鸡生蛋
jvjnxwdo	借鸡下蛋
jvjo	嗟
jvjr	唶
jvjr	结交
jvjrjvza	戒骄戒躁
jvjs	喼
jvjv	姐姐
jvjvbxtk	节节败退
jvjvbyby	结结巴巴
jvjvmz	解解闷
jvjvpoui	节节攀升
jvjvuiln	节节胜利
jvjvunun	结结实实
jvjw	节假
jvjwgktc	解甲归田
jvjwrn	节假日
jvjx	啑
jvkb	紒
jvkc	诫
jvkd	解困
jvke	解渴
jvkesnlufyke	捷克斯洛伐克
jvkh	借款
jvki	䌖
jvkj	诘
jvkj	結
jvko	讦
jvkp	羯
jvkt	接口
jvkt	借口
jvkx	解开
jvlb	疥
jvlb	㝏
jvlb	截留
jvlc	接连
jvlcbjdh	接连不断
jvld	家长里短
jvld	结论
jvle	疖
jvle	岊
jvle	癤
jvle	借了
